amount,velocity,new_device,new_country,high_risk_merchant,rolling_avg_ratio,time_of_day,ip_risk_score,fraud
140.78042699305772,4,0,0,0,2.9520801406947514,22,0.14646688973455957,0
603.3692593439819,3,0,0,0,4.470993247467536,5,0.10062301267281147,0
1456.534381466559,0,0,0,0,2.1017602710892307,9,0.13733253057089234,0
1092.089866088328,6,0,0,0,3.3282894112748638,2,0.7879523253890565,1
342.11874101628035,0,0,1,1,4.946185414640536,8,0.11277300177617136,0
78.75787526861333,3,0,0,0,0.6891368661337012,13,0.4128484860585927,0
60.35447997443844,3,0,0,0,1.5166995053903987,17,0.7201062586888917,0
841.5283257874747,5,1,0,0,3.6374418592296967,7,0.7756270789425211,0
412.6895546485966,6,1,0,0,3.4848284573703667,8,0.33701880456326594,0
54.19298782284771,0,1,0,0,0.5303716441798132,10,0.25907392327104417,0
372.7537556820064,2,0,0,0,1.1372798273882134,6,0.7800308622318395,0
179.05161747138888,0,0,0,0,4.5128339808593525,7,0.3197774343920513,0
247.14315614742435,2,0,0,0,3.5870245866322295,13,0.49503647709151266,0
221.90365163318012,6,0,0,0,5.426699776204357,16,0.3514847848610614,0
213.13115314025703,5,0,0,0,1.6168367360412317,12,0.1615839278630344,0
102.64209116611713,5,1,0,0,1.0802184290664885,11,0.24925604710882868,0
669.2440215706683,2,0,0,0,5.487556428501647,0,0.28234813003355336,0
167.11730782458432,3,0,0,0,3.437491806564931,4,0.6539488263122163,0
94.17181395073924,7,1,0,0,4.366604273923478,16,0.15191379768718527,0
87.87488971773254,3,0,0,0,2.0666227190760718,16,0.31342481142022804,0
1126.6975797305693,3,0,0,1,1.8175903986683484,1,0.5247476666537091,0
178.1443476106157,5,0,0,0,1.807006491958198,5,0.39422650617540256,0
300.1511243195314,5,0,0,0,1.3289464918098621,5,0.6566502454327054,0
586.3374640729897,3,0,0,0,1.7457267635886589,6,0.23949314320399318,0
352.26375827031575,7,0,0,0,4.543688655824247,17,0.8397548946228502,0
629.5001121482982,2,0,0,1,3.3414974019905785,16,0.2934818327203613,0
29.317842142482217,3,0,0,0,2.0337924392570006,18,0.6807645430961915,0
682.2292047321757,7,0,0,0,5.645992468215211,3,0.8188433508216634,1
279.74818408967684,2,0,1,1,2.0615653610560614,13,0.5389870314932689,0
353.1945859964438,7,1,0,0,3.2164154335088906,15,0.6971931240944194,0
314.6321442908304,6,0,0,0,3.29847742261318,21,0.31216189414538037,0
83.91006109872637,5,1,0,1,2.8891690103073575,20,0.5021096744841537,0
258.0467707924755,7,1,0,0,3.646023095650507,16,0.13488301740354702,0
1563.670019694641,5,1,1,0,0.5850113909087709,23,0.364600243736411,1
241.40130638721894,6,1,0,0,2.618037507310589,22,0.31477988551212543,0
199.23959137049766,1,0,1,0,3.6353364354915074,23,0.26713497409228815,0
333.6401534216023,6,0,0,0,4.574227397648125,0,0.20929706515362306,1
370.23786180943523,6,0,0,0,5.26889775219057,12,0.1652753443201923,0
1.5595052452848963,3,0,0,0,4.876859681898556,11,0.809293719160528,0
8.40158538153221,1,0,0,0,3.060789099728531,21,0.5726666084552087,0
9.292518630442364,3,0,0,0,2.2965818298782246,7,0.7159948424788887,0
72.93540102897101,4,0,0,0,2.762446477811732,2,0.6099439211985652,0
388.4881688750053,4,1,0,0,2.6935149579463697,18,0.45117713656450886,0
24.51155057510097,4,0,0,0,4.286749454209515,0,0.23863545605667663,0
51.03622247185624,1,0,0,0,5.640376985368404,0,0.8638922245305553,0
401.7052214625679,6,0,0,0,3.6132046577174197,18,0.7062768883714953,0
4.349423916241283,5,0,0,0,5.887307907418297,4,0.4793390632698602,1
30.887075534343975,7,1,0,0,4.0737552545351985,9,0.8593165852731087,0
653.2629065290387,3,0,0,0,5.210694126535772,4,0.6471710155185129,0
287.0175626263414,7,0,0,0,5.671266327837267,23,0.6417346739063854,1
255.54936533284547,0,0,0,1,2.623564507904258,0,0.6211878174862304,1
69.46023107972198,4,0,0,0,1.0194362841576061,2,0.3692433719109812,0
319.89229619702166,4,1,0,0,2.0502012612536995,3,0.6543122869535515,0
128.46813445939608,2,1,0,0,2.051190149142186,9,0.43877675384649484,0
252.16043312859364,2,1,0,0,4.770271284080983,23,0.7936932857677776,0
247.56961772291984,3,0,0,0,1.0671812785976293,16,0.5274619788244508,0
205.88793145816868,0,0,0,0,0.559607083141641,8,0.7777145152764718,0
131.5073944373686,3,1,1,0,3.975104666933896,20,0.17336331780678488,0
276.7235225533483,3,0,0,0,4.842899785370046,12,0.844743284549834,0
1097.7753248439476,5,0,0,0,2.430032569036433,17,0.8749215551793079,0
349.4544846771982,1,0,0,0,4.35533022302516,9,0.41732128156340154,0
667.4009876358954,1,0,0,1,2.558489376658662,0,0.8042879749107334,1
81.02542277872244,6,1,0,0,0.9592539418426782,11,0.546723399788644,0
165.60993759149213,1,0,0,0,2.728611477297794,19,0.19505433301445754,0
37.50786960223688,0,0,0,0,2.7012259107961367,16,0.16631305735468338,0
225.46822688935777,4,1,0,1,0.7373795157281686,20,0.13472062663853823,0
775.6568521666807,3,0,0,1,3.3770381429358185,8,0.273447285269193,0
104.65197833033726,0,0,0,1,0.7499550918780182,11,0.866961925926277,1
17.881659789546482,5,0,0,0,1.5346663784806873,7,0.3826817824208423,0
262.87311180199293,3,0,0,0,0.6777377311030776,8,0.3476220930290622,0
504.272150246399,3,0,0,0,5.672925049244609,18,0.680575606710688,0
285.12120587741185,1,0,0,0,1.4065884362535053,23,0.4011706935024397,0
499.09431689882587,7,1,0,0,2.6614419693837252,16,0.7706629637689103,0
189.72467134193207,2,0,0,0,4.304429184429017,4,0.8997741386289045,0
1708.4620202233,4,0,0,0,2.5781780210168255,20,0.4604353082480749,0
41.4889032939266,2,0,0,0,4.663495226947258,1,0.38653017442627247,0
36.16173641954078,1,0,0,0,2.192774818740772,0,0.5415254710195885,0
246.93437429404415,5,0,0,0,2.812946782657913,4,0.5962476410827717,1
365.29960433936293,2,1,0,1,3.8444831724803685,17,0.41379523607978586,0
172.59586884852936,6,0,0,0,5.507592031218001,22,0.518881820812009,0
358.8429324591556,4,0,1,0,1.920344135644271,23,0.13668901312370638,0
290.911949783465,1,0,0,0,0.9172483045976516,22,0.20243667116621797,0
49.42797046700189,5,0,0,0,2.7641366789664046,2,0.5121888438913688,1
1084.8041392899104,4,0,0,0,2.0322468646757725,21,0.1709620270056445,0
38.56686404800576,0,0,0,0,2.3155473232058545,8,0.17383246898299687,0
196.8394733261685,5,0,0,1,0.8359287792017507,3,0.7449610238344491,1
413.8071720642925,4,1,0,1,1.7986409321457237,22,0.5250126031788273,0
382.4431358298312,1,0,0,0,5.423637607279597,13,0.6996929856068699,0
9.28382441520913,1,0,0,0,1.9808377702215954,4,0.24582710278076647,0
249.00989239832612,0,0,0,0,5.397900044069422,19,0.47917595314444494,0
131.6000057320407,0,0,0,0,3.727626149114835,7,0.5692283477286073,0
249.34958762831425,1,0,0,0,3.6392806756790153,23,0.4985981582791522,0
120.29934696658013,0,0,0,0,1.8527675061147948,3,0.780654014268917,0
27.597623337787283,5,0,0,0,3.3848126426364007,7,0.6575691698931372,0
1769.4507115331528,5,0,1,0,4.99389639022104,16,0.49259902340702755,0
385.00882220390133,5,1,0,0,2.039885015131563,11,0.2640620481195673,0
1032.5501914884653,3,0,0,0,1.1316025360656194,13,0.33090444259220464,0
261.1359204877331,2,1,0,0,2.530767648304429,23,0.2075317415511794,0
19.641677631757464,3,0,0,0,1.2635362539311121,8,0.7081822879117493,0
271.6339782507419,7,0,0,0,5.179001030090501,11,0.42681463434873357,0
810.6416144751214,2,1,0,0,4.576163571095325,21,0.13847571517127016,1
456.3106634044472,2,0,0,0,1.4034618886204613,4,0.2885533968519998,0
301.3387503286079,5,0,0,0,4.991296917093674,6,0.6710259638842608,0
689.7795189955772,4,0,0,0,1.7771698233074953,0,0.4131856881612016,0
227.69474965310732,4,1,0,0,5.669076679874113,6,0.6844393094474411,0
354.97432529173074,3,0,0,0,5.416409206780267,3,0.8981540927390746,0
418.7860018131577,4,0,0,0,3.634393266792241,9,0.49518518970469017,0
421.50287119752056,5,1,0,0,1.2011876428259032,23,0.5018306779700241,1
232.86776177543302,4,0,0,0,4.026311980869135,18,0.552406677858379,0
377.82353535968065,2,0,0,1,3.7086548712136627,7,0.4388774899363863,0
101.87355575741809,2,0,0,0,3.8629982948905632,14,0.6808764688499206,0
269.6552867467478,3,0,0,1,4.389812488723692,9,0.7169973348157904,1
140.73018858786517,0,0,0,1,5.59062682098727,22,0.19824862547658706,0
80.71935180322198,1,1,0,1,5.284429991341706,22,0.2819164967016901,0
280.86722156646886,6,0,0,0,0.5254761265253157,8,0.1914138400445502,0
160.58907765858223,1,1,0,0,4.556256864603616,16,0.5696545793092538,0
10.019470135689192,2,0,0,0,2.8040899722750137,23,0.3491785369062059,0
454.91504731782896,2,0,0,0,1.479197817783633,19,0.46719119041361046,0
244.4625200763099,5,0,1,0,3.7746175952602408,12,0.4178544923660783,0
166.95036826718712,7,1,0,0,0.7010231731645218,15,0.5518729066100931,0
20.39008205374694,5,0,0,0,3.1459837161317226,5,0.7122850248529925,0
32.60363093737492,7,1,1,0,1.9890957022895457,13,0.521262773327435,0
483.95814433269373,6,0,0,0,0.6490279587691592,22,0.30311085123464343,0
65.48900728764416,6,0,0,0,1.4819956412988349,0,0.5453772678266929,1
382.7621447250967,2,0,0,0,5.066209255118454,3,0.8555277804618188,0
